,UnixTime,Tweet,Polarity
32,1573827488737.0,"RT @Ankara3Ucms: TCDD PROMOSYON Ihalesininin
bugunku oturumunu tamamladik.
Ihaleye 8 Banka katildi.
3 yillik sozlesme icin Pesin odenmek sa...",0.0
33,1573827488737.0,"RT @Ankara3Ucms: TCDD PROMOSYON Ihalesininin
bugunku oturumunu tamamladik.
Ihaleye 8 Banka katildi.
3 yillik sozlesme icin Pesin odenmek sa...",0.0
34,1573828200246.0,''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,0.0
35,1573828200246.0,''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,0.0
36,1573828202457.0,RT @ParaBorsaNet: ''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,1.0
37,1573828202457.0,RT @ParaBorsaNet: ''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,1.0
38,1573828202649.0,RT @ParaBorsaNet: ''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,1.0
39,1573828202649.0,RT @ParaBorsaNet: ''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,1.0
40,1573829534683.0,"RT @58fatihsezer: Ziraat Bankasi isterse faizsiz kredi verip zarar da edebilir. Borsada islem gormuyor, tamami kamuya ait.

Halkbank ve Vak...",1.0
41,1573829639322.0,ai tomara q eu ache transmissao pros jogos do eczacibasi e do vakifbank,0.0
42,1574057212789.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
43,1574057212789.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
44,1574057216558.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
45,1574057216558.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
46,1574057255726.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
47,1574057255726.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
48,1574057320001.0,RT @ParaBorsaNet: IS YATIRIMDAN ''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,1.0
49,1574057320001.0,RT @ParaBorsaNet: IS YATIRIMDAN ''AL'' ONERISI ILE %54 YUKSELIS BEKLENEN HISSE SENEDI,1.0
50,1574057632127.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
51,1574057632127.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
52,1574057802235.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
53,1574057802235.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
54,1574057841235.0,"RT @politikyol: Varlik Fonuna devredilen Caykur, Botas, TCDD ve Kayseri Seker zarar etti; Halkbank, Ziraat Bankasi, VakifBank ve PTTnin k...",1.0
55,1574057841235.0,"RT @politikyol: Varlik Fonuna devredilen Caykur, Botas, TCDD ve Kayseri Seker zarar etti; Halkbank, Ziraat Bankasi, VakifBank ve PTTnin k...",1.0
56,1574057906005.0,"RT @meervil: sekiz yasinda kanserle mucadele eden dunyalar guzeli bi cocugun hayati, cok sevdigim bi abimin, bi ailenin umudu soz konusu....",0.0
57,1574057906005.0,"RT @meervil: sekiz yasinda kanserle mucadele eden dunyalar guzeli bi cocugun hayati, cok sevdigim bi abimin, bi ailenin umudu soz konusu....",0.0
58,1574057956936.0,"3 Araci kurumun (OYAKYatirim, turkishyatirim, sekerbank) vurdumduymazligi (!). (Yorumlari okuyun) @isbankasi...",0.0
59,1574057956936.0,"3 Araci kurumun (OYAKYatirim, turkishyatirim, sekerbank) vurdumduymazligi (!). (Yorumlari okuyun) @isbankasi...",0.0
60,1574057981021.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
61,1574057981021.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
62,1574057995058.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
63,1574057995058.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
64,1574058006889.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
65,1574058006889.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
66,1574058019962.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
67,1574058019962.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
68,1574058034298.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
69,1574058034298.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
70,1574058045748.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
71,1574058045748.0,@isbankasi @Akbank @YapiKredi @TEB @DenizBank @VakifBank @qnbfinansbank @Halkbank @ziraatbankasi @GarantiBBVA...,0.0
72,1574058076371.0,"RT @poiesis_mimesis: Ahmet Yusuf yegenimiz icin hepimizin yapacagi bir seyler vardir muhakkak, az cok demeden gonderelim. Allah tum hastala...",1.0
73,1574058076371.0,"RT @poiesis_mimesis: Ahmet Yusuf yegenimiz icin hepimizin yapacagi bir seyler vardir muhakkak, az cok demeden gonderelim. Allah tum hastala...",1.0
74,1574059290728.0,"RT @meervil: sekiz yasinda kanserle mucadele eden dunyalar guzeli bi cocugun hayati, cok sevdigim bi abimin, bi ailenin umudu soz konusu....",0.0
75,1574059290728.0,"RT @meervil: sekiz yasinda kanserle mucadele eden dunyalar guzeli bi cocugun hayati, cok sevdigim bi abimin, bi ailenin umudu soz konusu....",0.0
76,1574059346325.0,"RT @eskitufekk: ibani asagiya yazdim. 
Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65",1.0
77,1574059346325.0,"RT @eskitufekk: ibani asagiya yazdim. 
Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65",1.0
78,1574059391944.0,"RT @oguzsngl06: Ne yaptin dediklerinde #AhmetYusufaUmutOl dum demek icin mukemmel bi firsat, buyurunuz efendim ;

Hatice Cagil 
Vakifbank
T...",0.0
79,1574059391944.0,"RT @oguzsngl06: Ne yaptin dediklerinde #AhmetYusufaUmutOl dum demek icin mukemmel bi firsat, buyurunuz efendim ;

Hatice Cagil 
Vakifbank
T...",0.0
80,1574059485519.0,"RT @drismailyildiz: Ahmet Yusuf dunyalar guzeli bir cocuk... Az cok demeden... Destek olacaginiza inaniyorum...

Hatice Cagil 
Vakifbank
TR...",0.0
81,1574059485519.0,"RT @drismailyildiz: Ahmet Yusuf dunyalar guzeli bir cocuk... Az cok demeden... Destek olacaginiza inaniyorum...

Hatice Cagil 
Vakifbank
TR...",0.0
82,1574059826733.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
83,1574059826733.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
84,1574059960076.0,"RT @eskitufekk: ibani asagiya yazdim. 
Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65",1.0
85,1574059960076.0,"RT @eskitufekk: ibani asagiya yazdim. 
Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65",1.0
86,1574060094671.0,"RT @drismailyildiz: Insallah yarin oglen olmadan ''gereken miktar toplanmis'' tweetleri yazariz.

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800...",1.0
87,1574060094671.0,"RT @drismailyildiz: Insallah yarin oglen olmadan ''gereken miktar toplanmis'' tweetleri yazariz.

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800...",1.0
88,1574060166176.0,"@takvim ZIRAAT BANKASI FAIZ ORANLARI

Konut kredisi: 0.99
Tasit kredisi: 1.19
Tuketici kredisi: 1.25

VAKIFBANK FAI...",0.0
89,1574060166176.0,"@takvim ZIRAAT BANKASI FAIZ ORANLARI

Konut kredisi: 0.99
Tasit kredisi: 1.19
Tuketici kredisi: 1.25

VAKIFBANK FAI...",0.0
90,1574060171286.0,"RT @manzumeiturki: Ahmet Yusuf 8 yasinda, kemik kanseri, ameliyat olacak. Para lazim. El birligiyle toplayacagiz ama Allahin izniyle...

H...",0.0
91,1574060171286.0,"RT @manzumeiturki: Ahmet Yusuf 8 yasinda, kemik kanseri, ameliyat olacak. Para lazim. El birligiyle toplayacagiz ama Allahin izniyle...

H...",0.0
92,1574060173078.0,"RT @Seri_Reis: Cok kiymetli bir kardesimin oglu icin Lutfen yardimlarinizi esirgemeyin. #AhmetYusufaUmutOl !

Hatice Cagil 

Vakifbank

TR6...",0.0
93,1574060173078.0,"RT @Seri_Reis: Cok kiymetli bir kardesimin oglu icin Lutfen yardimlarinizi esirgemeyin. #AhmetYusufaUmutOl !

Hatice Cagil 

Vakifbank

TR6...",0.0
94,1574060653059.0,"RT @elifnurcankaya: Vakifbank Zubeyde Hanim Anadolu Lisesi 
Klasik bir cuma gunu
Emine Hoca:simdi size bir sey soylerim hafta sonunuz kotu...",0.0
95,1574060653059.0,"RT @elifnurcankaya: Vakifbank Zubeyde Hanim Anadolu Lisesi 
Klasik bir cuma gunu
Emine Hoca:simdi size bir sey soylerim hafta sonunuz kotu...",0.0
96,1574060788196.0,"RT @YolumuzVatan: 8 yasinda, -kemik kanseri- sebebiyle bir bacagini kaybetmemek icin mucadele eden #AhmetYusufaUmutOl 

Hatice Cagil 
Vakif...",1.0
97,1574060788196.0,"RT @YolumuzVatan: 8 yasinda, -kemik kanseri- sebebiyle bir bacagini kaybetmemek icin mucadele eden #AhmetYusufaUmutOl 

Hatice Cagil 
Vakif...",1.0
98,1574060852314.0,"@Coskun_BAL @bankkart @VakifBank Merhaba, talebinizi detayli bir sekilde ozel mesaj uzerinden bizimle paylasmaniz d...",1.0
99,1574060852314.0,"@Coskun_BAL @bankkart @VakifBank Merhaba, talebinizi detayli bir sekilde ozel mesaj uzerinden bizimle paylasmaniz d...",1.0
100,1574061138024.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
101,1574061138024.0,"RT @japondegil: Gunaydin. 

Sadece iki uc dakika ayirarak haftaya iyi baslayin. 

Hatice Cagil 
Vakifbank
TR61 0001 5001 5800 7309 0645 65...",0.0
102,1574061142962.0,"Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci...",0.0
103,1574061142962.0,"Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci...",0.0
104,1574061317005.0,"Kimi kefil istiyorsaniz soyleyin getirelim. Gonul rahatligi ile yardim yapabilirsiniz. 
Hatice Cagil 
Vakifbank
TR6...",0.0
105,1574061317005.0,"Kimi kefil istiyorsaniz soyleyin getirelim. Gonul rahatligi ile yardim yapabilirsiniz. 
Hatice Cagil 
Vakifbank
TR6...",0.0
106,1574061326490.0,"@trdrkhk @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgilendirme...",1.0
107,1574061326490.0,"@trdrkhk @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgilendirme...",1.0
108,1574061394815.0,"RT @drismailyildiz: Ahmet Yusuf dunyalar guzeli bir cocuk... Az cok demeden... Destek olacaginiza inaniyorum...

Hatice Cagil 
Vakifbank
TR...",0.0
109,1574061394815.0,"RT @drismailyildiz: Ahmet Yusuf dunyalar guzeli bir cocuk... Az cok demeden... Destek olacaginiza inaniyorum...

Hatice Cagil 
Vakifbank
TR...",0.0
110,1574061404238.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
111,1574061404238.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
112,1574061465641.0,"RT @VakifBankDestek: @gokhanozcan2828 @GarantiBBVA @isbankasi @ziraatbankasi @VakifBank Merhaba, basvurunuz hakkinda teknik ekiplerimize bi...",1.0
113,1574061465641.0,"RT @VakifBankDestek: @gokhanozcan2828 @GarantiBBVA @isbankasi @ziraatbankasi @VakifBank Merhaba, basvurunuz hakkinda teknik ekiplerimize bi...",1.0
114,1574061517208.0,"@nounkeu1333 @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgilend...",1.0
115,1574061517208.0,"@nounkeu1333 @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgilend...",1.0
116,1574061572800.0,"@Mehmet49Gunduz @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgil...",1.0
117,1574061572800.0,"@Mehmet49Gunduz @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgil...",1.0
118,1574061615115.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
119,1574061615115.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
120,1574061624332.0,"@picakcitimsah @VakifBank Merhaba, talebinizi detayli bir sekilde ozel mesaj uzerinden bizimle paylasmaniz durumund...",1.0
121,1574061624332.0,"@picakcitimsah @VakifBank Merhaba, talebinizi detayli bir sekilde ozel mesaj uzerinden bizimle paylasmaniz durumund...",1.0
122,1574061630498.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
123,1574061630498.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
124,1574061659868.0,"@unal76 @VakifBank Merhaba, basvurunuz hakkinda teknik ekiplerimize bildirim yapilmis olup en kisa sure icinde gere...",1.0
125,1574061659868.0,"@unal76 @VakifBank Merhaba, basvurunuz hakkinda teknik ekiplerimize bildirim yapilmis olup en kisa sure icinde gere...",1.0
126,1574061790256.0,"RT @meervil: sekiz yasinda kanserle mucadele eden dunyalar guzeli bi cocugun hayati, cok sevdigim bi abimin, bi ailenin umudu soz konusu....",0.0
127,1574061790256.0,"RT @meervil: sekiz yasinda kanserle mucadele eden dunyalar guzeli bi cocugun hayati, cok sevdigim bi abimin, bi ailenin umudu soz konusu....",0.0
128,1574061794350.0,"@prgmmr @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgilendirme...",1.0
129,1574061794350.0,"@prgmmr @VakifBank Merhaba, basvurunuz hakkinda inceleme yapabilmemiz icin T.C. Kimlik numaraniz ile bilgilendirme...",1.0
130,1574061826099.0,"RT @YolumuzVatan: 8 yasinda, -kemik kanseri- sebebiyle bir bacagini kaybetmemek icin mucadele eden #AhmetYusufaUmutOl 

Hatice Cagil 
Vakif...",1.0
131,1574061826099.0,"RT @YolumuzVatan: 8 yasinda, -kemik kanseri- sebebiyle bir bacagini kaybetmemek icin mucadele eden #AhmetYusufaUmutOl 

Hatice Cagil 
Vakif...",1.0
132,1574061852400.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
133,1574061852400.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
134,1574061916815.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
135,1574061916815.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
136,1574062122399.0,Bu kardesimizin atacagi adimlarda sizin de bir katkiniz olsun #AhmetYusufaUmutOl,0.0
137,1574062122399.0,Bu kardesimizin atacagi adimlarda sizin de bir katkiniz olsun #AhmetYusufaUmutOl,0.0
138,1574062146606.0,Allah hickimseyi evladiyla sinamasin. 1 lira da 1 liradir.,0.0
139,1574062146606.0,Allah hickimseyi evladiyla sinamasin. 1 lira da 1 liradir.,0.0
140,1574062163216.0,@VakifBankDestek @VakifBank Tesekkurler,0.0
141,1574062163216.0,@VakifBankDestek @VakifBank Tesekkurler,0.0
142,1574062186030.0,"RT @generalmudur: Kimi kefil istiyorsaniz soyleyin getirelim. Gonul rahatligi ile yardim yapabilirsiniz. 
Hatice Cagil 
Vakifbank
TR61 0001...",1.0
143,1574062186030.0,"RT @generalmudur: Kimi kefil istiyorsaniz soyleyin getirelim. Gonul rahatligi ile yardim yapabilirsiniz. 
Hatice Cagil 
Vakifbank
TR61 0001...",1.0
144,1574062200442.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
145,1574062200442.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
146,1574062201352.0,RT @oruc_19: Bu kardesimizin atacagi adimlarda sizin de bir katkiniz olsun #AhmetYusufaUmutOl,0.0
147,1574062201352.0,RT @oruc_19: Bu kardesimizin atacagi adimlarda sizin de bir katkiniz olsun #AhmetYusufaUmutOl,0.0
148,1574062284998.0,"RT @YolumuzVatan: 8 yasinda, -kemik kanseri- sebebiyle bir bacagini kaybetmemek icin mucadele eden #AhmetYusufaUmutOl 

Hatice Cagil 
Vakif...",1.0
149,1574062284998.0,"RT @YolumuzVatan: 8 yasinda, -kemik kanseri- sebebiyle bir bacagini kaybetmemek icin mucadele eden #AhmetYusufaUmutOl 

Hatice Cagil 
Vakif...",1.0
150,1574062318697.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
151,1574062318697.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
152,1574062397298.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
153,1574062397298.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
154,1574062472047.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
155,1574062472047.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
156,1574062491342.0,@ahbapplatformu @haluklevent,0.0
157,1574062491342.0,@ahbapplatformu @haluklevent,0.0
158,1574062498683.0,"Durumu olan gonderecegi miktarla, olmayan duasiyla katki versin ama su an vermeniz gereken katkiyi lutfen yarina, a...",1.0
159,1574062498683.0,"Durumu olan gonderecegi miktarla, olmayan duasiyla katki versin ama su an vermeniz gereken katkiyi lutfen yarina, a...",1.0
160,1574062540457.0,RT @Alpagu_Han: Yusufum kuyuya dusmus ve gordum ki abileri amcalari ablalari el ele vermis cabaliyorlar. Allah birligimizi daim eylesin. S...,0.0
161,1574062540457.0,RT @Alpagu_Han: Yusufum kuyuya dusmus ve gordum ki abileri amcalari ablalari el ele vermis cabaliyorlar. Allah birligimizi daim eylesin. S...,0.0
162,1574062577261.0,"RT @basit_adam: Durumu olan gonderecegi miktarla, olmayan duasiyla katki versin ama su an vermeniz gereken katkiyi lutfen yarina, aksama ya...",1.0
163,1574062577261.0,"RT @basit_adam: Durumu olan gonderecegi miktarla, olmayan duasiyla katki versin ama su an vermeniz gereken katkiyi lutfen yarina, aksama ya...",1.0
164,1574062613340.0,"RT @drismailyildiz: Tereddut eden varsa musterih olsun...
Taniyanlar bilir: biz yapmadigimizi yapin demeyiz, bilmesek bu kadar israrci olma...",0.0
